Atom    Auger Transition/Notation      Auger Energies/Core State Energies
At      N5,N6,N6                                                    40.19
At      N5,N6,N7                                                    47.2
At      N5,N6,O1                                                    65.75
At      N5,N6,O2                                                   114.2
At      N5,N6,O3                                                   146.64
At      N5,N6,O4                                                   216.89
At      N5,N6,O5                                                   221.28
At      N5,N6,P1                                                   245.37
At      N5,N6,P2                                                   256.92
At      N5,N6,P3                                                   260.64
At      N5,N7,N7                                                    54.21
At      N5,N7,O1                                                    72.76
At      N5,N7,O2                                                   121.21
At      N5,N7,O3                                                   153.65
At      N5,N7,O4                                                   223.9
At      N5,N7,O5                                                   228.3
At      N5,N7,P1                                                   252.38
At      N5,N7,P2                                                   263.93
At      N5,N7,P3                                                   267.66
At      N5,O1,O1                                                    91.32
At      N5,O1,O2                                                   139.76
At      N5,O1,O3                                                   172.2
At      N5,O1,O4                                                   242.45
At      N5,O1,O5                                                   246.85
At      N5,O1,P1                                                   270.93
At      N5,O1,P2                                                   282.48
At      N5,O1,P3                                                   286.21
At      N5,O2,O2                                                   188.21
At      N5,O2,O3                                                   220.65
At      N5,O2,O4                                                   290.9
At      N5,O2,O5                                                   295.3
At      N5,O2,P1                                                   319.38
At      N5,O2,P2                                                   330.93
At      N5,O2,P3                                                   334.66
At      N5,O3,O3                                                   253.09
At      N5,O3,O4                                                   323.34
At      N5,O3,O5                                                   327.73
At      N5,O3,P1                                                   351.82
At      N5,O3,P2                                                   363.37
At      N5,O3,P3                                                   367.09
At      N5,O4,O4                                                   393.59
At      N5,O4,O5                                                   397.98
At      N5,O4,P1                                                   422.07
At      N5,O4,P2                                                   433.62
At      N5,O4,P3                                                   437.34
At      N5,O5,O5                                                   402.38
At      N5,O5,P1                                                   426.46
At      N5,O5,P2                                                   438.01
At      N5,O5,P3                                                   441.74
At      N5,P1,P1                                                   450.55
At      N5,P1,P2                                                   462.1
At      N5,P1,P3                                                   465.82
At      N5,P2,P2                                                   473.65
At      N5,P2,P3                                                   477.38
At      N5,P3,P3                                                   481.1
At      N6,O2,O5                                                    13.95
At      N6,O2,P1                                                    38.03
At      N6,O2,P2                                                    49.58
At      N6,O2,P3                                                    53.31
At      N6,O3,O4                                                    41.99
At      N6,O3,O5                                                    46.39
At      N6,O3,P1                                                    70.47
At      N6,O3,P2                                                    82.02
At      N6,O3,P3                                                    85.75
At      N6,O4,O4                                                   112.24
At      N6,O4,O5                                                   116.64
At      N6,O4,P1                                                   140.72
At      N6,O4,P2                                                   152.27
At      N6,O4,P3                                                   156
At      N6,O5,O5                                                   121.03
At      N6,O5,P1                                                   145.12
At      N6,O5,P2                                                   156.67
At      N6,O5,P3                                                   160.39
At      N6,P1,P1                                                   169.2
At      N6,P1,P2                                                   180.75
At      N6,P1,P3                                                   184.47
At      N6,P2,P2                                                   192.3
At      N6,P2,P3                                                   196.03
At      N6,P3,P3                                                   199.75
At      N7,O2,P1                                                    31.3
At      N7,O2,P2                                                    42.85
At      N7,O2,P3                                                    46.57
At      N7,O3,O4                                                    35.26
At      N7,O3,O5                                                    39.65
At      N7,O3,P1                                                    63.74
At      N7,O3,P2                                                    75.29
At      N7,O3,P3                                                    79.01
At      N7,O4,O4                                                   105.51
At      N7,O4,O5                                                   109.9
At      N7,O4,P1                                                   133.99
At      N7,O4,P2                                                   145.54
At      N7,O4,P3                                                   149.26
At      N7,O5,O5                                                   114.3
At      N7,O5,P1                                                   138.38
At      N7,O5,P2                                                   149.94
At      N7,O5,P3                                                   153.66
At      N7,P1,P1                                                   162.47
At      N7,P1,P2                                                   174.02
At      N7,P1,P3                                                   177.74
At      N7,P2,P2                                                   185.57
At      N7,P2,P3                                                   189.29
At      N7,P3,P3                                                   193.02
At      O1,O2,P1                                                    16.37
At      O1,O2,P2                                                    27.92
At      O1,O2,P3                                                    31.65
At      O1,O3,O4                                                    20.33
At      O1,O3,O5                                                    24.73
At      O1,O3,P1                                                    48.81
At      O1,O3,P2                                                    60.36
At      O1,O3,P3                                                    64.09
At      O1,O4,O4                                                    90.58
At      O1,O4,O5                                                    94.98
At      O1,O4,P1                                                   119.06
At      O1,O4,P2                                                   130.61
At      O1,O4,P3                                                   134.34
At      O1,O5,O5                                                    99.37
At      O1,O5,P1                                                   123.45
At      O1,O5,P2                                                   135
At      O1,O5,P3                                                   138.73
At      O1,P1,P1                                                   147.54
At      O1,P1,P2                                                   159.09
At      O1,P1,P3                                                   162.81
At      O1,P2,P2                                                   170.64
At      O1,P2,P3                                                   174.37
At      O1,P3,P3                                                   178.09
At      O2,O3,P2                                                    12.87
At      O2,O3,P3                                                    16.6
At      O2,O4,O4                                                    43.09
At      O2,O4,O5                                                    47.48
At      O2,O4,P1                                                    71.57
At      O2,O4,P2                                                    83.12
At      O2,O4,P3                                                    86.84
At      O2,O5,O5                                                    51.88
At      O2,O5,P1                                                    75.97
At      O2,O5,P2                                                    87.52
At      O2,O5,P3                                                    91.24
At      O2,P1,P1                                                   100.05
At      O2,P1,P2                                                   111.6
At      O2,P1,P3                                                   115.32
At      O2,P2,P2                                                   123.15
At      O2,P2,P3                                                   126.88
At      O2,P3,P3                                                   130.6
At      O3,O4,O4                                                    12.13
At      O3,O4,O5                                                    16.52
At      O3,O4,P1                                                    40.61
At      O3,O4,P2                                                    52.16
At      O3,O4,P3                                                    55.88
At      O3,O5,O5                                                    20.92
At      O3,O5,P1                                                    45
At      O3,O5,P2                                                    56.55
At      O3,O5,P3                                                    60.28
At      O3,P1,P1                                                    69.09
At      O3,P1,P2                                                    80.64
At      O3,P1,P3                                                    84.36
At      O3,P2,P2                                                    92.19
At      O3,P2,P3                                                    95.91
At      O3,P3,P3                                                    99.64
At      O4,P1,P2                                                    12.02
At      O4,P1,P3                                                    15.75
At      O4,P2,P2                                                    23.57
At      O4,P2,P3                                                    27.3
At      O4,P3,P3                                                    31.02
At      O5,P1,P3                                                    11.61
At      O5,P2,P2                                                    19.43
At      O5,P2,P3                                                    23.16
At      O5,P3,P3                                                    26.88
Rn      N6                                                         241.16
Rn      N7                                                         233.87
Rn      O1                                                         211.69
Rn      O2                                                         162.29
Rn      O3                                                         128.37
Rn      O4                                                          56.49
Rn      O5                                                          51.84
Rn      P1                                                          25.72
Rn      P2                                                          13.69
Rn      L1,L2,N6                                                   102.94
Rn      L1,L2,N7                                                   110.53
Rn      L1,L2,O1                                                   136.49
Rn      L1,L2,O2                                                   186.86
Rn      L1,L2,O3                                                   222.36
Rn      L1,L2,O4                                                   295.89
Rn      L1,L2,O5                                                   300.82
Rn      L1,L2,P1                                                   329.32
Rn      L1,L2,P2                                                   342.01
Rn      L1,L2,P3                                                   346.61
Rn      L1,L3,M4                                                   135.25
Rn      L1,L3,M5                                                   271.25
Rn      M1,M2,O2                                                    46
Rn      M1,M2,O3                                                    81.51
Rn      M1,M2,O4                                                   155.04
Rn      M1,M2,O5                                                   159.97
Rn      M1,M2,P1                                                   188.47
Rn      M1,M2,P2                                                   201.16
Rn      M1,M2,P3                                                   205.76
Rn      M1,M3,N3                                                    65.4
Rn      M1,M3,N4                                                   287.95
Rn      M1,M3,N5                                                   318.62
Rn      M1,M4,N1                                                   265.95
Rn      M1,M4,N2                                                   401.85
Rn      M1,M5,N1                                                   401.95
Rn      M2,M3,N5                                                    18.52
Rn      M2,M3,N6                                                   310.85
Rn      M2,M3,N7                                                   318.43
Rn      M2,M3,O1                                                   344.39
Rn      M2,M3,O2                                                   394.76
Rn      M2,M3,O3                                                   430.26
Rn      M2,M4,N2                                                   101.75
Rn      M2,M4,N3                                                   266.26
Rn      M2,M4,N4                                                   488.8
Rn      M2,M5,N1                                                   101.85
Rn      M2,M5,N2                                                   237.75
Rn      M2,M5,N3                                                   402.26
Rn      M3,M4,N6                                                   182.1
Rn      M3,M4,N7                                                   189.68
Rn      M3,M4,O1                                                   215.64
Rn      M3,M4,O2                                                   266.01
Rn      M3,M4,O3                                                   301.51
Rn      M3,M4,O4                                                   375.04
Rn      M3,M4,O5                                                   379.97
Rn      M3,M4,P1                                                   408.47
Rn      M3,M4,P2                                                   421.17
Rn      M3,M4,P3                                                   425.76
Rn      M3,M5,N5                                                    25.77
Rn      M3,M5,N6                                                   318.1
Rn      M3,M5,N7                                                   325.68
Rn      M3,M5,O1                                                   351.64
Rn      M3,M5,O2                                                   402.01
Rn      M3,M5,O3                                                   437.51
Rn      M4,M5,O4                                                    14.74
Rn      M4,M5,O5                                                    19.67
Rn      M4,M5,P1                                                    48.17
Rn      M4,M5,P2                                                    60.86
Rn      M4,M5,P3                                                    65.46
Rn      N1,N2,O4                                                    44.49
Rn      N1,N2,O5                                                    49.42
Rn      N1,N2,P1                                                    77.92
Rn      N1,N2,P2                                                    90.62
Rn      N1,N2,P3                                                    95.21
Rn      N1,N3,N6                                                    16.05
Rn      N1,N3,N7                                                    23.64
Rn      N1,N3,O1                                                    49.59
Rn      N1,N3,O2                                                    99.96
Rn      N1,N3,O3                                                   135.47
Rn      N1,N3,O4                                                   209
Rn      N1,N3,O5                                                   213.93
Rn      N1,N3,P1                                                   242.43
Rn      N1,N3,P2                                                   255.12
Rn      N1,N3,P3                                                   259.72
Rn      N1,N4,N6                                                   238.6
Rn      N1,N4,N7                                                   246.18
Rn      N1,N4,O1                                                   272.14
Rn      N1,N4,O2                                                   322.51
Rn      N1,N4,O3                                                   358.01
Rn      N1,N4,O4                                                   431.54
Rn      N1,N4,O5                                                   436.47
Rn      N1,N4,P1                                                   464.97
Rn      N1,N4,P2                                                   477.67
Rn      N1,N4,P3                                                   482.26
Rn      N1,N5,N6                                                   269.26
Rn      N1,N5,N7                                                   276.85
Rn      N1,N5,O1                                                   302.8
Rn      N1,N5,O2                                                   353.17
Rn      N1,N5,O3                                                   388.68
Rn      N1,N5,O4                                                   462.21
Rn      N1,N5,O5                                                   467.14
Rn      N1,N5,P1                                                   495.64
Rn      N2,N3,O4                                                    74.8
Rn      N2,N3,O5                                                    79.73
Rn      N2,N3,P1                                                   108.23
Rn      N2,N3,P2                                                   120.93
Rn      N2,N3,P3                                                   125.52
Rn      N2,N4,N6                                                   104.41
Rn      N2,N4,N7                                                   111.99
Rn      N2,N4,O1                                                   137.95
Rn      N2,N4,O2                                                   188.32
Rn      N2,N4,O3                                                   223.82
Rn      N2,N4,O4                                                   297.35
Rn      N2,N4,O5                                                   302.28
Rn      N2,N4,P1                                                   330.78
Rn      N2,N4,P2                                                   343.48
Rn      N2,N4,P3                                                   348.07
Rn      N2,N5,N6                                                   135.07
Rn      N2,N5,N7                                                   142.66
Rn      N2,N5,O1                                                   168.61
Rn      N2,N5,O2                                                   218.98
Rn      N2,N5,O3                                                   254.49
Rn      N2,N5,O4                                                   328.01
Rn      N2,N5,O5                                                   332.94
Rn      N2,N5,P1                                                   361.44
Rn      N2,N5,P2                                                   374.14
Rn      N2,N5,P3                                                   378.74
Rn      N2,N6,N6                                                   427.4
Rn      N2,N6,N7                                                   434.98
Rn      N2,N6,O1                                                   460.94
Rn      N2,N7,N7                                                   442.57
Rn      N2,N7,O1                                                   468.52
Rn      N2,O1,O1                                                   494.48
Rn      N3,N4,O2                                                    29.2
Rn      N3,N4,O3                                                    64.7
Rn      N3,N4,O4                                                   138.23
Rn      N3,N4,O5                                                   143.16
Rn      N3,N4,P1                                                   171.66
Rn      N3,N4,P2                                                   184.36
Rn      N3,N4,P3                                                   188.95
Rn      N3,N5,O2                                                    59.86
Rn      N3,N5,O3                                                    95.37
Rn      N3,N5,O4                                                   168.89
Rn      N3,N5,O5                                                   173.82
Rn      N3,N5,P1                                                   202.32
Rn      N3,N5,P2                                                   215.02
Rn      N3,N5,P3                                                   219.62
Rn      N3,N6,N6                                                   268.28
Rn      N3,N6,N7                                                   275.87
Rn      N3,N6,O1                                                   301.82
Rn      N3,N6,O2                                                   352.19
Rn      N3,N6,O3                                                   387.7
Rn      N3,N6,O4                                                   461.23
Rn      N3,N6,O5                                                   466.16
Rn      N3,N6,P1                                                   494.66
Rn      N3,N7,N7                                                   283.45
Rn      N3,N7,O1                                                   309.4
Rn      N3,N7,O2                                                   359.77
Rn      N3,N7,O3                                                   395.28
Rn      N3,N7,O4                                                   468.81
Rn      N3,N7,O5                                                   473.74
Rn      N3,O1,O1                                                   335.36
Rn      N3,O1,O2                                                   385.73
Rn      N3,O1,O3                                                   421.24
Rn      N3,O1,O4                                                   494.76
Rn      N3,O1,O5                                                   499.69
Rn      N3,O2,O2                                                   436.1
Rn      N3,O2,O3                                                   471.61
Rn      N4,N6,N6                                                    48.39
Rn      N4,N6,N7                                                    55.97
Rn      N4,N6,O1                                                    81.93
Rn      N4,N6,O2                                                   132.3
Rn      N4,N6,O3                                                   167.81
Rn      N4,N6,O4                                                   241.33
Rn      N4,N6,O5                                                   246.26
Rn      N4,N6,P1                                                   274.76
Rn      N4,N6,P2                                                   287.46
Rn      N4,N6,P3                                                   292.06
Rn      N4,N7,N7                                                    63.56
Rn      N4,N7,O1                                                    89.51
Rn      N4,N7,O2                                                   139.88
Rn      N4,N7,O3                                                   175.39
Rn      N4,N7,O4                                                   248.92
Rn      N4,N7,O5                                                   253.85
Rn      N4,N7,P1                                                   282.35
Rn      N4,N7,P2                                                   295.04
Rn      N4,N7,P3                                                   299.64
Rn      N4,O1,O1                                                   115.47
Rn      N4,O1,O2                                                   165.84
Rn      N4,O1,O3                                                   201.35
Rn      N4,O1,O4                                                   274.88
Rn      N4,O1,O5                                                   279.81
Rn      N4,O1,P1                                                   308.31
Rn      N4,O1,P2                                                   321
Rn      N4,O1,P3                                                   325.6
Rn      N4,O2,O2                                                   216.21
Rn      N4,O2,O3                                                   251.72
Rn      N4,O2,O4                                                   325.25
Rn      N4,O2,O5                                                   330.18
Rn      N4,O2,P1                                                   358.68
Rn      N4,O2,P2                                                   371.37
Rn      N4,O2,P3                                                   375.97
Rn      N4,O3,O3                                                   287.22
Rn      N4,O3,O4                                                   360.75
Rn      N4,O3,O5                                                   365.68
Rn      N4,O3,P1                                                   394.18
Rn      N4,O3,P2                                                   406.88
Rn      N4,O3,P3                                                   411.47
Rn      N4,O4,O4                                                   434.28
Rn      N4,O4,O5                                                   439.21
Rn      N4,O4,P1                                                   467.71
Rn      N4,O4,P2                                                   480.4
Rn      N4,O4,P3                                                   485
Rn      N4,O5,O5                                                   444.14
Rn      N4,O5,P1                                                   472.64
Rn      N4,O5,P2                                                   485.33
Rn      N4,O5,P3                                                   489.93
Rn      N5,N6,N6                                                    18.71
Rn      N5,N6,N7                                                    26.3
Rn      N5,N6,O1                                                    52.25
Rn      N5,N6,O2                                                   102.62
Rn      N5,N6,O3                                                   138.13
Rn      N5,N6,O4                                                   211.66
Rn      N5,N6,O5                                                   216.59
Rn      N5,N6,P1                                                   245.09
Rn      N5,N6,P2                                                   257.78
Rn      N5,N6,P3                                                   262.38
Rn      N5,N7,N7                                                    33.88
Rn      N5,N7,O1                                                    59.84
Rn      N5,N7,O2                                                   110.21
Rn      N5,N7,O3                                                   145.71
Rn      N5,N7,O4                                                   219.24
Rn      N5,N7,O5                                                   224.17
Rn      N5,N7,P1                                                   252.67
Rn      N5,N7,P2                                                   265.37
Rn      N5,N7,P3                                                   269.96
Rn      N5,O1,O1                                                    85.79
Rn      N5,O1,O2                                                   136.16
Rn      N5,O1,O3                                                   171.67
Rn      N5,O1,O4                                                   245.2
Rn      N5,O1,O5                                                   250.13
Rn      N5,O1,P1                                                   278.63
Rn      N5,O1,P2                                                   291.32
Rn      N5,O1,P3                                                   295.92
Rn      N5,O2,O2                                                   186.53
Rn      N5,O2,O3                                                   222.04
Rn      N5,O2,O4                                                   295.57
Rn      N5,O2,O5                                                   300.5
Rn      N5,O2,P1                                                   329
Rn      N5,O2,P2                                                   341.69
Rn      N5,O2,P3                                                   346.29
Rn      N5,O3,O3                                                   257.54
Rn      N5,O3,O4                                                   331.07
Rn      N5,O3,O5                                                   336
Rn      N5,O3,P1                                                   364.5
Rn      N5,O3,P2                                                   377.2
Rn      N5,O3,P3                                                   381.79
Rn      N5,O4,O4                                                   404.6
Rn      N5,O4,O5                                                   409.53
Rn      N5,O4,P1                                                   438.03
Rn      N5,O4,P2                                                   450.73
Rn      N5,O4,P3                                                   455.32
Rn      N5,O5,O5                                                   414.46
Rn      N5,O5,P1                                                   442.96
Rn      N5,O5,P2                                                   455.66
Rn      N5,O5,P3                                                   460.25
Rn      N5,P1,P1                                                   471.46
Rn      N5,P1,P2                                                   484.16
Rn      N5,P1,P3                                                   488.75
Rn      N5,P2,P2                                                   496.85
Rn      N6,O2,O5                                                    11.84
Rn      N6,O2,P1                                                    40.34
Rn      N6,O2,P2                                                    53.03
Rn      N6,O2,P3                                                    57.63
Rn      N6,O3,O4                                                    42.41
Rn      N6,O3,O5                                                    47.34
Rn      N6,O3,P1                                                    75.84
Rn      N6,O3,P2                                                    88.54
Rn      N6,O3,P3                                                    93.13
Rn      N6,O4,O4                                                   115.94
Rn      N6,O4,O5                                                   120.87
Rn      N6,O4,P1                                                   149.37
Rn      N6,O4,P2                                                   162.06
Rn      N6,O4,P3                                                   166.66
Rn      N6,O5,O5                                                   125.8
Rn      N6,O5,P1                                                   154.3
Rn      N6,O5,P2                                                   167
Rn      N6,O5,P3                                                   171.59
Rn      N6,P1,P1                                                   182.8
Rn      N6,P1,P2                                                   195.5
Rn      N6,P1,P3                                                   200.09
Rn      N6,P2,P2                                                   208.19
Rn      N6,P2,P3                                                   212.79
Rn      N6,P3,P3                                                   217.38
Rn      N7,O2,P1                                                    33.05
Rn      N7,O2,P2                                                    45.74
Rn      N7,O2,P3                                                    50.34
Rn      N7,O3,O4                                                    35.12
Rn      N7,O3,O5                                                    40.05
Rn      N7,O3,P1                                                    68.55
Rn      N7,O3,P2                                                    81.25
Rn      N7,O3,P3                                                    85.84
Rn      N7,O4,O4                                                   108.65
Rn      N7,O4,O5                                                   113.58
Rn      N7,O4,P1                                                   142.08
Rn      N7,O4,P2                                                   154.77
Rn      N7,O4,P3                                                   159.37
Rn      N7,O5,O5                                                   118.51
Rn      N7,O5,P1                                                   147.01
Rn      N7,O5,P2                                                   159.7
Rn      N7,O5,P3                                                   164.3
Rn      N7,P1,P1                                                   175.51
Rn      N7,P1,P2                                                   188.2
Rn      N7,P1,P3                                                   192.8
Rn      N7,P2,P2                                                   200.9
Rn      N7,P2,P3                                                   205.5
Rn      N7,P3,P3                                                   210.09
Rn      O1,O2,P1                                                    10.87
Rn      O1,O2,P2                                                    23.56
Rn      O1,O2,P3                                                    28.16
Rn      O1,O3,O4                                                    12.94
Rn      O1,O3,O5                                                    17.87
Rn      O1,O3,P1                                                    46.37
Rn      O1,O3,P2                                                    59.07
Rn      O1,O3,P3                                                    63.66
Rn      O1,O4,O4                                                    86.47
Rn      O1,O4,O5                                                    91.4
Rn      O1,O4,P1                                                   119.9
Rn      O1,O4,P2                                                   132.59
Rn      O1,O4,P3                                                   137.19
Rn      O1,O5,O5                                                    96.33
Rn      O1,O5,P1                                                   124.83
Rn      O1,O5,P2                                                   137.52
Rn      O1,O5,P3                                                   142.12
Rn      O1,P1,P1                                                   153.33
Rn      O1,P1,P2                                                   166.02
Rn      O1,P1,P3                                                   170.62
Rn      O1,P2,P2                                                   178.72
Rn      O1,P2,P3                                                   183.31
Rn      O1,P3,P3                                                   187.91
Rn      O2,O3,P3                                                    14.26
Rn      O2,O4,O4                                                    37.07
Rn      O2,O4,O5                                                    42
Rn      O2,O4,P1                                                    70.5
Rn      O2,O4,P2                                                    83.19
Rn      O2,O4,P3                                                    87.79
Rn      O2,O5,O5                                                    46.93
Rn      O2,O5,P1                                                    75.43
Rn      O2,O5,P2                                                    88.12
Rn      O2,O5,P3                                                    92.72
Rn      O2,P1,P1                                                   103.93
Rn      O2,P1,P2                                                   116.62
Rn      O2,P1,P3                                                   121.22
Rn      O2,P2,P2                                                   129.32
Rn      O2,P2,P3                                                   133.92
Rn      O2,P3,P3                                                   138.51
Rn      O3,O4,P1                                                    36.58
Rn      O3,O4,P2                                                    49.28
Rn      O3,O4,P3                                                    53.87
Rn      O3,O5,O5                                                    13.01
Rn      O3,O5,P1                                                    41.51
Rn      O3,O5,P2                                                    54.2
Rn      O3,O5,P3                                                    58.8
Rn      O3,P1,P1                                                    70.01
Rn      O3,P1,P2                                                    82.7
Rn      O3,P1,P3                                                    87.3
Rn      O3,P2,P2                                                    95.4
Rn      O3,P2,P3                                                   100
Rn      O3,P3,P3                                                   104.59
Rn      O4,P1,P2                                                    10.83
Rn      O4,P1,P3                                                    15.42
Rn      O4,P2,P2                                                    23.52
Rn      O4,P2,P3                                                    28.12
Rn      O4,P3,P3                                                    32.71
Rn      O5,P1,P3                                                    10.77
Rn      O5,P2,P2                                                    18.87
Rn      O5,P2,P3                                                    23.47
Rn      O5,P3,P3                                                    28.06
Fr      N6                                                         269.95
Fr      N7                                                         262.07
Fr      O1                                                         232.34
Fr      O2                                                         181
Fr      O3                                                         143.91
Fr      O4                                                          68.73
Fr      O5                                                          63.52
Fr      P1                                                          32.64
Fr      P2                                                          19.28
Fr      P3                                                          14.14
Fr      L1,L2,N6                                                    79.68
Fr      L1,L2,N7                                                    87.87
Fr      L1,L2,O1                                                   121.51
Fr      L1,L2,O2                                                   173.84
Fr      L1,L2,O3                                                   212.63
Fr      L1,L2,O4                                                   289.48
Fr      L1,L2,O5                                                   294.98
Fr      L1,L2,P1                                                   328.41
Fr      L1,L2,P2                                                   342.42
Fr      L1,L2,P3                                                   348.12
Fr      L1,L2,Q1                                                   360.24
Fr      L1,L3,M4                                                   186.2
Fr      L1,L3,M5                                                   329.75
Fr      M1,M2,O2                                                    31.19
Fr      M1,M2,O3                                                    69.98
Fr      M1,M2,O4                                                   146.83
Fr      M1,M2,O5                                                   152.33
Fr      M1,M2,P1                                                   185.76
Fr      M1,M2,P2                                                   199.77
Fr      M1,M2,P3                                                   205.47
Fr      M1,M2,Q1                                                   217.59
Fr      M1,M3,N3                                                    64.95
Fr      M1,M3,N4                                                   292.82
Fr      M1,M3,N5                                                   325.5
Fr      M1,M4,N1                                                   260.3
Fr      M1,M4,N2                                                   399.66
Fr      M1,M5,N1                                                   403.85
Fr      M2,M3,N5                                                    18.9
Fr      M2,M3,N6                                                   318.58
Fr      M2,M3,N7                                                   326.77
Fr      M2,M3,O1                                                   360.42
Fr      M2,M3,O2                                                   412.74
Fr      M2,M3,O3                                                   451.53
Fr      M2,M4,N2                                                    93.05
Fr      M2,M4,N3                                                   268.64
Fr      M2,M4,N4                                                   496.51
Fr      M2,M5,N1                                                    97.25
Fr      M2,M5,N2                                                   236.61
Fr      M2,M5,N3                                                   412.2
Fr      M3,M4,N6                                                   160.87
Fr      M3,M4,N7                                                   169.07
Fr      M3,M4,O1                                                   202.71
Fr      M3,M4,O2                                                   255.04
Fr      M3,M4,O3                                                   293.83
Fr      M3,M4,O4                                                   370.67
Fr      M3,M4,O5                                                   376.18
Fr      M3,M4,P1                                                   409.61
Fr      M3,M4,P2                                                   423.62
Fr      M3,M4,P3                                                   429.32
Fr      M3,M4,Q1                                                   441.43
Fr      M3,M5,N6                                                   304.43
Fr      M3,M5,N7                                                   312.62
Fr      M3,M5,O1                                                   346.26
Fr      M3,M5,O2                                                   398.59
Fr      M3,M5,O3                                                   437.38
Fr      M4,M5,O5                                                    14.13
Fr      M4,M5,P1                                                    47.56
Fr      M4,M5,P2                                                    61.57
